site,tree_typo,tree_cored,species,dbh,same_individual,dead
mikeletetxe,recently_established,101,Fagus sylvatica,50.4,NA,FALSE
mikeletetxe,recently_established,101,Fagus sylvatica,24.5,NA,FALSE
mikeletetxe,recently_established,101,Fagus sylvatica,44.9,NA,FALSE
mikeletetxe,recently_established,101,Fagus sylvatica,25.2,NA,FALSE
mikeletetxe,recently_established,101,Fagus sylvatica,27.3,NA,FALSE
mikeletetxe,recently_established,101,Fagus sylvatica,30.5,NA,FALSE
mikeletetxe,recently_established,101,Fagus sylvatica,23,NA,FALSE
mikeletetxe,recently_established,101,Fagus sylvatica,49.2,NA,FALSE
mikeletetxe,recently_established,101,Fagus sylvatica,28.1,NA,FALSE
mikeletetxe,recently_established,101,Fagus sylvatica,37,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,17.1,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,13.5,NA,TRUE
mikeletetxe,recently_established,102,Fagus sylvatica,42.6,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,20.7,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,36.5,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,38,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,24.7,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,21.9,NA,TRUE
mikeletetxe,recently_established,102,Fagus sylvatica,26.9,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,59.7,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,45.5,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,17.6,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,27.1,NA,FALSE
mikeletetxe,recently_established,102,Fagus sylvatica,31,NA,FALSE
mikeletetxe,recently_established,103,Quercus petraea,35,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,17,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,32.5,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,21,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,27.5,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,34,NA,FALSE
mikeletetxe,recently_established,103,Quercus petraea,28,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,16,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,29,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,40.5,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,22.5,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,27,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,39.5,NA,FALSE
mikeletetxe,recently_established,103,Fagus sylvatica,29.5,a,TRUE
mikeletetxe,recently_established,103,Fagus sylvatica,26,a,TRUE
mikeletetxe,recently_established,104,Fagus sylvatica,29,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,29.6,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,30.9,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,34.6,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,16.2,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,12.3,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,13.4,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,33,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,33.5,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,19.5,NA,TRUE
mikeletetxe,recently_established,104,Fagus sylvatica,12.5,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,17.7,a,TRUE
mikeletetxe,recently_established,104,Fagus sylvatica,22,a,TRUE
mikeletetxe,recently_established,104,Fagus sylvatica,9,NA,TRUE
mikeletetxe,recently_established,104,Fagus sylvatica,21.2,NA,FALSE
mikeletetxe,recently_established,104,Quercus petraea,36.7,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,19,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,30.7,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,24.3,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,32.1,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,20.4,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,27.2,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,24.4,NA,FALSE
mikeletetxe,recently_established,104,Fagus sylvatica,27.8,NA,FALSE
mikeletetxe,recently_established,105,Fagus sylvatica,49.3,NA,FALSE
mikeletetxe,recently_established,105,Fagus sylvatica,49.6,NA,FALSE
mikeletetxe,recently_established,105,Fagus sylvatica,36.2,NA,FALSE
mikeletetxe,recently_established,105,Fagus sylvatica,23.4,NA,FALSE
mikeletetxe,recently_established,105,Fagus sylvatica,54.8,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,29,NA,FALSE
mikeletetxe,recently_established,106,Quercus petraea,38.2,a,FALSE
mikeletetxe,recently_established,106,Quercus petraea,37.3,a,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,24.1,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,30,b,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,24,b,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,12.2,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,22.6,c,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,13.7,c,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,14.3,NA,TRUE
mikeletetxe,recently_established,106,Fagus sylvatica,22.4,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,19.6,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,7.5,NA,TRUE
mikeletetxe,recently_established,106,Fagus sylvatica,24.5,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,18.2,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,11.1,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,28.6,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,36.1,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,28.8,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,15.4,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,11.8,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,37.9,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,33.6,NA,FALSE
mikeletetxe,recently_established,106,Fagus sylvatica,11.3,NA,FALSE
mikeletetxe,recently_established,107,Fagus sylvatica,33.1,NA,FALSE
mikeletetxe,recently_established,107,Fagus sylvatica,26.8,NA,FALSE
mikeletetxe,recently_established,107,Fagus sylvatica,21,NA,FALSE
mikeletetxe,recently_established,107,Fagus sylvatica,51.9,NA,FALSE
mikeletetxe,recently_established,107,Fagus sylvatica,23.4,NA,FALSE
mikeletetxe,recently_established,107,Quercus petraea,16.8,NA,FALSE
mikeletetxe,recently_established,107,Fagus sylvatica,10.2,NA,FALSE
mikeletetxe,recently_established,107,Fagus sylvatica,7.5,NA,TRUE
mikeletetxe,recently_established,107,Fagus sylvatica,39.3,a,FALSE
mikeletetxe,recently_established,107,Fagus sylvatica,10.3,a,FALSE
mikeletetxe,recently_established,107,Quercus petraea,33.2,NA,FALSE
mikeletetxe,recently_established,107,Fagus sylvatica,9.6,NA,FALSE
mikeletetxe,recently_established,107,Fagus sylvatica,12.6,NA,FALSE
mikeletetxe,recently_established,108,Fagus sylvatica,38.1,NA,FALSE
mikeletetxe,recently_established,108,Fagus sylvatica,30.5,NA,FALSE
mikeletetxe,recently_established,108,Quercus petraea,33.8,NA,FALSE
mikeletetxe,recently_established,108,Fagus sylvatica,31.1,NA,FALSE
mikeletetxe,recently_established,108,Fagus sylvatica,12,NA,FALSE
mikeletetxe,recently_established,108,Quercus petraea,27.7,NA,FALSE
mikeletetxe,recently_established,108,Fagus sylvatica,29.3,NA,FALSE
mikeletetxe,recently_established,108,Fagus sylvatica,31,NA,FALSE
mikeletetxe,recently_established,108,Ilex aquifolium,10.3,NA,FALSE
mikeletetxe,recently_established,108,Fagus sylvatica,23.6,NA,FALSE
mikeletetxe,recently_established,108,Fagus sylvatica,41.7,NA,FALSE
mikeletetxe,recently_established,108,Fagus sylvatica,34.1,NA,FALSE
mikeletetxe,recently_established,108,Fagus sylvatica,25.6,NA,FALSE
mikeletetxe,recently_established,109,Fagus sylvatica,29,NA,TRUE
mikeletetxe,recently_established,109,Fagus sylvatica,25.7,NA,FALSE
mikeletetxe,recently_established,109,Fagus sylvatica,13.8,NA,FALSE
mikeletetxe,recently_established,109,Fagus sylvatica,41.5,NA,FALSE
mikeletetxe,recently_established,109,Fagus sylvatica,25.8,a,FALSE
mikeletetxe,recently_established,109,Fagus sylvatica,34.4,a,FALSE
mikeletetxe,recently_established,109,Fagus sylvatica,44.6,NA,FALSE
mikeletetxe,recently_established,109,Fagus sylvatica,25.7,NA,FALSE
mikeletetxe,recently_established,109,Fagus sylvatica,29.6,NA,FALSE
mikeletetxe,recently_established,109,Fagus sylvatica,49.2,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,29.4,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,24.4,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,24.3,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,31,NA,FALSE
mikeletetxe,recently_established,110,Quercus petraea,33,NA,FALSE
mikeletetxe,recently_established,110,Ilex aquifolium,11.1,NA,FALSE
mikeletetxe,recently_established,110,Quercus petraea,42.3,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,43.5,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,33,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,8.9,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,18.4,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,38.2,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,28.5,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,19,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,22.8,NA,FALSE
mikeletetxe,recently_established,110,Fagus sylvatica,12.8,NA,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,12.6,NA,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,22.6,NA,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,18,NA,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,17.3,NA,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,29.6,NA,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,27.5,a,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,33,a,TRUE
mikeletetxe,recently_established,111,Fagus sylvatica,13.1,a,TRUE
mikeletetxe,recently_established,111,Fagus sylvatica,38,NA,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,39,NA,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,35,NA,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,46,NA,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,32.5,NA,FALSE
mikeletetxe,recently_established,111,Fagus sylvatica,9,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,29.4,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,13,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,26.5,NA,FALSE
mikeletetxe,recently_established,112,Quercus petraea,32.5,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,37,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,26.5,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,24,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,41,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,13,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,22.5,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,25,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,24.5,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,14,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,29,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,35.2,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,9.4,NA,TRUE
mikeletetxe,recently_established,112,Fagus sylvatica,14.2,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,19.2,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,29.4,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,28,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,18.5,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,11.4,NA,FALSE
mikeletetxe,recently_established,112,Fagus sylvatica,34,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,25,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,26,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,30,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,19,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,32.5,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,21,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,14,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,28,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,44,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,15.5,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,10.5,NA,TRUE
mikeletetxe,recently_established,113,Fagus sylvatica,27.2,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,8.2,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,17,NA,TRUE
mikeletetxe,recently_established,113,Fagus sylvatica,30,NA,TRUE
mikeletetxe,recently_established,113,Fagus sylvatica,33.6,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,26.6,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,24.5,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,32.7,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,21.5,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,24.5,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,25,NA,TRUE
mikeletetxe,recently_established,113,Fagus sylvatica,34.5,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,22,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,20.3,NA,FALSE
mikeletetxe,recently_established,113,Fagus sylvatica,27,a,TRUE
mikeletetxe,recently_established,113,Fagus sylvatica,20,a,TRUE
mikeletetxe,recently_established,114,Fagus sylvatica,20,NA,FALSE
mikeletetxe,recently_established,114,Fagus sylvatica,27.3,NA,FALSE
mikeletetxe,recently_established,114,Fagus sylvatica,64,NA,FALSE
mikeletetxe,recently_established,114,Fagus sylvatica,25,NA,FALSE
mikeletetxe,recently_established,114,Fagus sylvatica,15.4,NA,FALSE
mikeletetxe,recently_established,114,Fagus sylvatica,28,NA,FALSE
mikeletetxe,recently_established,114,Fagus sylvatica,42.7,NA,FALSE
mikeletetxe,recently_established,114,Fagus sylvatica,30,NA,FALSE
mikeletetxe,recently_established,114,Fagus sylvatica,32,NA,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,54.5,NA,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,21.4,NA,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,18.3,NA,TRUE
mikeletetxe,recently_established,115,Fagus sylvatica,16.5,NA,TRUE
mikeletetxe,recently_established,115,Fagus sylvatica,42.5,NA,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,28.4,NA,TRUE
mikeletetxe,recently_established,115,Fagus sylvatica,32.6,NA,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,37.7,NA,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,15.4,NA,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,32.2,NA,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,20.2,NA,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,26,a,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,19.1,a,TRUE
mikeletetxe,recently_established,115,Fagus sylvatica,14.9,a,TRUE
mikeletetxe,recently_established,115,Fagus sylvatica,22.6,a,TRUE
mikeletetxe,recently_established,115,Fagus sylvatica,33.4,b,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,31,b,TRUE
mikeletetxe,recently_established,115,Fagus sylvatica,24.1,NA,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,19.8,c,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,27.5,c,TRUE
mikeletetxe,recently_established,115,Fagus sylvatica,44.7,NA,FALSE
mikeletetxe,recently_established,115,Fagus sylvatica,37.3,NA,TRUE
mikeletetxe,recently_established,115,Fagus sylvatica,42.9,NA,TRUE
mikeletetxe,recently_established,115,Fagus sylvatica,21.4,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,25.5,NA,TRUE
mikeletetxe,recently_established,116,Fagus sylvatica,35.8,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,19.2,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,24.8,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,22.3,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,31,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,18.5,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,38.8,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,47.5,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,40.9,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,29,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,45.1,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,38.4,NA,FALSE
mikeletetxe,recently_established,116,Fagus sylvatica,33.1,a,TRUE
mikeletetxe,recently_established,116,Fagus sylvatica,36.5,a,TRUE
mikeletetxe,recently_established,117,Fagus sylvatica,31.2,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,16,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,38,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,26,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,26.5,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,29.7,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,25,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,29,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,19,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,26.2,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,15.5,NA,TRUE
mikeletetxe,recently_established,117,Fagus sylvatica,16.6,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,26.5,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,22.5,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,15,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,14.5,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,24,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,37,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,25,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,39,NA,FALSE
mikeletetxe,recently_established,117,Fagus sylvatica,20,NA,TRUE
mikeletetxe,recently_established,118,Fagus sylvatica,26,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,24.6,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,33,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,40,NA,TRUE
mikeletetxe,recently_established,118,Fagus sylvatica,39,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,25,NA,TRUE
mikeletetxe,recently_established,118,Fagus sylvatica,29.5,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,25.5,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,37,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,28,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,25.5,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,25.5,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,25,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,35,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,20.3,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,21.5,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,25.5,NA,FALSE
mikeletetxe,recently_established,118,Fagus sylvatica,23,NA,TRUE
mikeletetxe,recently_established,119,Fagus sylvatica,24,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,13.4,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,25.5,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,17.5,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,14.4,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,19,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,25,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,22.5,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,20,NA,TRUE
mikeletetxe,recently_established,119,Fagus sylvatica,23,NA,TRUE
mikeletetxe,recently_established,119,Fagus sylvatica,24.5,NA,TRUE
mikeletetxe,recently_established,119,Fagus sylvatica,14,NA,TRUE
mikeletetxe,recently_established,119,Fagus sylvatica,24.5,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,25.5,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,15.5,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,8,NA,TRUE
mikeletetxe,recently_established,119,Fagus sylvatica,18,NA,TRUE
mikeletetxe,recently_established,119,Fagus sylvatica,24.8,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,14.5,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,43,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,22,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,13,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,22.4,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,32,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,14.4,NA,TRUE
mikeletetxe,recently_established,119,Fagus sylvatica,9,NA,TRUE
mikeletetxe,recently_established,119,Fagus sylvatica,16,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,31,NA,FALSE
mikeletetxe,recently_established,119,Fagus sylvatica,23,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,21,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,18,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,19.3,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,18,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,21,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,43,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,20,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,19,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,25,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,18,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,35,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,52,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,28.5,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,32.7,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,10,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,12,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,55,NA,FALSE
mikeletetxe,recently_established,120,Fagus sylvatica,7.5,NA,FALSE
mikeletetxe,recently_established,120,Quercus pyrenaica,27,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,17,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,25.5,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,25.7,a,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,8.5,a,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,16.9,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,35.8,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,20.4,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,14.9,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,45.8,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,19.9,b,TRUE
itturrigorri,recently_established,141,Fagus sylvatica,11.6,b,TRUE
itturrigorri,recently_established,141,Fagus sylvatica,8.3,b,TRUE
itturrigorri,recently_established,141,Fagus sylvatica,12.5,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,27,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,8.9,NA,TRUE
itturrigorri,recently_established,141,Fagus sylvatica,23.3,c,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,14.3,c,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,25.5,d,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,8.5,d,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,38.5,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,23.8,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,30,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,32.5,NA,FALSE
itturrigorri,recently_established,141,Fagus sylvatica,33,NA,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,25.6,a,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,24,a,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,32.5,NA,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,8.4,NA,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,15.2,b,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,26.2,b,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,29.7,NA,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,12.8,c,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,31.1,c,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,9,c,TRUE
itturrigorri,recently_established,142,Fagus sylvatica,31.8,NA,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,33,NA,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,24,d,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,26,d,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,16,NA,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,31.9,NA,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,44,NA,FALSE
itturrigorri,recently_established,142,Ilex aquifolium,17.7,NA,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,38.5,e,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,13.6,e,FALSE
itturrigorri,recently_established,142,Fagus sylvatica,23.1,NA,FALSE
